,author,avgRating,bookid,genre1,genre2,isbn,lang,name,rating1,rating2,rating3,rating4,rating5,rating_count,url
1626,Mary Lyn Ray,4.08,10803061,Childrens,Childrens,9.78144E+12,English,Stars,39,167,656,1085,1371,3318,https://www.goodreads.com/book/show/10803061-stars
1627,Drew Richardson,3.73,31139,,,,English,Open Water Diver Manual,7,20,101,93,80,301,https://www.goodreads.com/book/show/31139.Open_Water_Diver_Manual
1628,Dan Brown,3.8,968,Mystery,Thriller,9.78031E+12,English,The Da Vinci Code (Robert Langdon #2),72538,129260,351578,563254,507914,1624544,https://www.goodreads.com/book/show/968.The_Da_Vinci_Code
1629,Roald Dahl,4.29,6669,Young Adult,Childrens,9.78014E+12,English,Matilda,4377,11092,66522,158377,242367,482735,https://www.goodreads.com/book/show/6669.Matilda
1630,Wilkie Collins,3.99,5890,Classics,Mystery,9.78014E+12,English,The Woman in White,2078,5385,23037,40392,38619,109511,https://www.goodreads.com/book/show/5890.The_Woman_in_White
1631,Meredith Daneman,4.09,35710,Biography,Nonfiction,9.78014E+12,English,Margot Fonteyn,0,10,45,106,88,249,https://www.goodreads.com/book/show/35710.Margot_Fonteyn
1632,Robert Louis Stevenson,3.82,295,Classics,Fiction,9.78075E+12,English,Treasure Island,5928,20500,91820,122996,91743,332987,https://www.goodreads.com/book/show/295.Treasure_Island
1633,Merrill Ashley,3.84,37834,Biography,Nonfiction,9.78053E+12,English,Dancing for Balanchine,0,2,9,19,7,37,https://www.goodreads.com/book/show/37834.Dancing_for_Balanchine
1634,Erik Larson,3.82,9938498,History,Nonfiction,9.78031E+12,English,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",2027,8019,34015,54108,32201,130370,https://www.goodreads.com/book/show/9938498-in-the-garden-of-beasts
1635,Peter Mayle,4.01,86329,Travel,Nonfiction,9.78343E+12,,Toujours Provence. (Provence #2),164,820,5506,9230,7853,23573,https://www.goodreads.com/book/show/86329.Toujours_Provence_
1636,William Widmaier,3.69,9442038,,,9.78062E+12,English,A Feast at the Beach,0,2,4,7,3,16,https://www.goodreads.com/book/show/9442038-a-feast-at-the-beach
1637,William Shakespeare,3.81,47021,Classics,Plays,9.78074E+12,English,The Taming of the Shrew,3060,10118,37073,49184,40038,139473,https://www.goodreads.com/book/show/47021.The_Taming_of_the_Shrew
1638,L. Frank Baum,3.98,2038033,Classics,Fantasy,9.78014E+12,English,The Wizard of Oz (Oz #1),4637,14515,69222,101324,106729,296427,https://www.goodreads.com/book/show/2038033.The_Wizard_of_Oz
1639,Evelyn Waugh,3.86,30919,Fiction,Classics,9.78014E+12,English,Scoop,230,870,3709,5647,4132,14588,https://www.goodreads.com/book/show/30919.Scoop
1640,Lian Dolan,3.69,8882001,Womens Fiction,Fiction,9.78098E+12,English,Helen of Pasadena,33,81,353,482,242,1191,https://www.goodreads.com/book/show/8882001-helen-of-pasadena
1641,Lorna Hill,4.17,1965832,Childrens,Fiction,9.78086E+12,English,A Dream of Sadler's Wells (Sadler's Wells #1),10,26,137,234,344,751,https://www.goodreads.com/book/show/1965832.A_Dream_of_Sadler_s_Wells
1642,Lorna Hill,4.17,507834,Childrens,Fiction,9.78033E+12,English,A Dream of Sadler's Wells (Sadler's Wells #1),10,26,137,234,344,751,https://www.goodreads.com/book/show/507834.A_Dream_of_Sadler_s_Wells
1643,Sheila Pickles,4.48,2686421,,,9.78052E+12,English,Victorian Posy,0,0,2,9,14,25,https://www.goodreads.com/book/show/2686421-victorian-posy
1644,Patrick O'Brian,4.11,77430,Historical,Fiction,9.78039E+12,English,Master and Commander (Aubrey & Maturin #1),600,1777,6525,13074,15859,37835,https://www.goodreads.com/book/show/77430.Master_and_Commander
1645,William Shakespeare,3.88,13001,Drama,Fiction,9.78039E+12,English,Othello,4384,17084,67378,96278,82271,267395,https://www.goodreads.com/book/show/13001.Othello
1646,Consuelo de Saint-Exupéry,3.75,8841,Nonfiction,Biography,9.78081E+12,English,The Tale of the Rose: The Love Story Behind The Little Prince,14,41,184,201,160,600,https://www.goodreads.com/book/show/8841.The_Tale_of_the_Rose
1647,Annette Tapert,3.99,742718,,,9.78052E+12,English,The Power of Style,3,9,37,44,63,156,https://www.goodreads.com/book/show/742718.The_Power_of_Style
1648,Amy Tan,3.9,7763,Classics,Fiction,9.78014E+12,English,The Joy Luck Club,14980,30705,119452,201751,173575,540463,https://www.goodreads.com/book/show/7763.The_Joy_Luck_Club
1649,Edward Gibbon,3.97,19400,History,Nonfiction,9.78038E+12,English,The Decline and Fall of the Roman Empire,229,556,2244,3561,3693,10283,https://www.goodreads.com/book/show/19400.The_Decline_and_Fall_of_the_Roman_Empire
1650,Richard Peck,3.43,1155288,Young Adult,Fiction,9.78044E+12,English,Princess Ashley,3,18,51,35,22,129,https://www.goodreads.com/book/show/1155288.Princess_Ashley
1651,Julie Kavanagh,4.12,224665,Biography,Nonfiction,9.78038E+12,English,Nureyev: The Life,2,7,60,121,116,306,https://www.goodreads.com/book/show/224665.Nureyev
1652,Beatrix Potter,3.94,658035,Childrens,Fiction,9.78072E+12,English,The Story of Miss Moppet (The World of Beatrix Potter: Peter Rabbit),23,94,413,477,576,1583,https://www.goodreads.com/book/show/658035.The_Story_of_Miss_Moppet
1653,Elizabeth Forsythe Hailey,3.95,340258,Fiction,Historical,9.78186E+12,English,A Woman of Independent Means,38,141,606,1064,876,2725,https://www.goodreads.com/book/show/340258.A_Woman_of_Independent_Means
1654,James Hillman,4.33,8178713,,,9.78886E+12,English,"Ermenegildo Zegna : an enduring passion for fabrics, innovation, quality and style",,,,,,3,https://www.goodreads.com/book/show/8178713-ermenegildo-zegna
1655,Steve Martin,3.59,7907803,Fiction,Art,9.78045E+12,English,An Object of Beauty,2313,4698,13643,13706,11316,45676,https://www.goodreads.com/book/show/7907803-an-object-of-beauty
1656,Kate Douglas Wiggin,3.92,93818,Holiday,Fiction,9.78159E+12,English,The Bird's Christmas Carol,17,74,235,334,349,1009,https://www.goodreads.com/book/show/93818.The_Bird_s_Christmas_Carol
1657,Niccolò Machiavelli,3.79,28862,Classics,Philosophy,9.78094E+12,English,The Prince,4505,15099,53680,68822,55431,197537,https://www.goodreads.com/book/show/28862.The_Prince
1658,Geoffrey Chaucer,3.49,2696,Classics,Fiction,9.78014E+12,English,The Canterbury Tales,7025,20182,54674,50716,31749,164346,https://www.goodreads.com/book/show/2696.The_Canterbury_Tales
1659,Daniel Defoe,3.51,38262,Classics,Fiction,9.78185E+12,English,Moll Flanders,1432,4308,12221,11470,7145,36576,https://www.goodreads.com/book/show/38262.Moll_Flanders
1660,Christopher Marlowe,3.79,80897,Classics,Plays,9.78072E+12,English,Doctor Faustus,809,3606,13086,17193,12801,47495,https://www.goodreads.com/book/show/80897.Doctor_Faustus
1661,Jeffrey Eugenides,3.99,2187,Fiction,Historical,9.78031E+12,English,Middlesex,19772,31284,92468,177597,206627,527748,https://www.goodreads.com/book/show/2187.Middlesex
1662,Stephen King,4.13,10614,Horror,Fiction,9.78045E+12,English,Misery,4713,13422,68461,139357,157723,383676,https://www.goodreads.com/book/show/10614.Misery
1663,J.M. Barrie,4.09,34268,Classics,Fantasy,9.78081E+12,English,Peter Pan,2954,9051,41903,70671,88690,213269,https://www.goodreads.com/book/show/34268.Peter_Pan
1664,Louisa May Alcott,4.05,1935,Classics,Favorites,9.7814E+12,English,Little Women (Little Women #1),33068,72769,261436,448434,570508,1386215,https://www.goodreads.com/book/show/1935.Little_Women
1665,Louis de Bernières,4.1,3398,Fiction,Magical Realism,9.78038E+12,English,Señor Vivo and the Coca Lord (Latin American Trilogy),34,115,648,1396,1333,3526,https://www.goodreads.com/book/show/3398.Se_or_Vivo_and_the_Coca_Lord
1666,George Bernard Shaw,3.9,7714,Classics,Plays,9.78049E+12,English,Pygmalion,928,4191,20010,30429,23036,78594,https://www.goodreads.com/book/show/7714.Pygmalion
1667,Ken Follett,4.27,7315573,Historical,Fiction,9.78053E+12,English,Fall of Giants (The Century Trilogy #1),2189,5515,26503,73564,99406,207177,https://www.goodreads.com/book/show/7315573-fall-of-giants
1668,Ernest Hemingway,3.67,108218,Short Stories,Classics,9.78068E+12,English,Men Without Women,146,608,2265,2810,1490,7319,https://www.goodreads.com/book/show/108218.Men_Without_Women
1669,Vicki Iovine,3.68,223031,Parenting,Nonfiction,9.7804E+12,English,The Girlfriends' Guide to Surviving the First Year of Motherhood,38,135,422,446,356,1397,https://www.goodreads.com/book/show/223031.The_Girlfriends_Guide_to_Surviving_the_First_Year_of_Motherhood
1670,Jack London,3.84,37673,Classics,Favorites,9.78069E+12,English,The Call of the Wild,6701,17508,66355,96492,78426,265482,https://www.goodreads.com/book/show/37673.The_Call_of_the_Wild
1671,Brian Herne,3.93,1010966,Cultural,History,9.78081E+12,English,White Hunters: The Golden Age of African Safaris,2,3,19,23,26,73,https://www.goodreads.com/book/show/1010966.White_Hunters
1672,Frances Osborne,3.67,3238763,Biography,Nonfiction,9.78184E+12,,The Bolter: Edwardian Heartbreak and High Society Scandal in Kenya,72,261,1014,1326,664,3337,https://www.goodreads.com/book/show/3238763-the-bolter
1673,Mary  Stewart,4.13,82192,Fantasy,Fiction,9.78006E+12,English,The Crystal Cave (Arthurian Saga #1),308,1218,6918,14300,15098,37842,https://www.goodreads.com/book/show/82192.The_Crystal_Cave
1674,Marianne Moore,4.01,179631,Poetry,Literature,9.78014E+12,English,Complete Poems,51,144,557,926,1029,2707,https://www.goodreads.com/book/show/179631.Complete_Poems
1675,Richard Kennedy,4.32,179406,Fantasy,Favorites,9.78006E+12,English,Amy's Eyes,2,16,56,97,218,389,https://www.goodreads.com/book/show/179406.Amy_s_Eyes
1676,Wendy Burden,3.26,7312111,Autobiography,Nonfiction,9.78159E+12,English,Dead End Gene Pool: A Memoir,98,317,751,599,220,1985,https://www.goodreads.com/book/show/7312111-dead-end-gene-pool
1677,Harper Lee,4.26,2655,Classics,Fiction,9.78006E+12,English,To Kill a Mockingbird (To Kill a Mockingbird #1),63654,123576,470928,1066381,1838482,3563021,https://www.goodreads.com/book/show/2655.To_Kill_a_Mockingbird
1678,Allegra Kent,3.45,179122,Nonfiction,Favorites,9.78069E+12,English,Dancers' Body Book,4,11,32,28,16,91,https://www.goodreads.com/book/show/179122.Dancers_Body_Book
1679,Kate Westbrook,3.98,3257275,Fiction,Spy Thriller,9.78072E+12,English,Final Fling (The Moneypenny Diaries #3),0,5,21,27,29,82,https://www.goodreads.com/book/show/3257275-final-fling
1680,Lara Shriftman,4.06,4447859,,,9.78031E+12,English,Party Confidential: New Etiquette for Fabulous Entertaining,0,1,3,7,6,17,https://www.goodreads.com/book/show/4447859-party-confidential
1681,Norton Juster,4.22,378,Fantasy,Fiction,9.78039E+12,English,The Phantom Tollbooth,3343,7694,29816,60112,98694,199659,https://www.goodreads.com/book/show/378.The_Phantom_Tollbooth
1682,Edward Gorey,4.21,6684260,Fiction,Art,9.78076E+12,English,The Blue Aspic,2,9,46,85,125,267,https://www.goodreads.com/book/show/6684260-the-blue-aspic
1683,Zena el Khalil,3.69,6726912,Autobiography,Nonfiction,9.78086E+12,English,"Beirut, I Love You: A Memoir",7,32,47,75,63,224,https://www.goodreads.com/book/show/6726912-beirut-i-love-you
1684,Marion Zimmer Bradley,4.12,84527,Fantasy,Favorites,9.78035E+12,English,The Mists of Avalon (Avalon #1),3604,8253,28395,53308,75931,169491,https://www.goodreads.com/book/show/84527.The_Mists_of_Avalon
1685,J.M. Coetzee,3.79,6200,Fiction,Cultural,9.78014E+12,English,Youth (Scenes from Provincial Life #2),76,396,1446,2147,1339,5404,https://www.goodreads.com/book/show/6200.Youth
1686,Michael   Lewis,4.17,7526,Nonfiction,Sports and Games,9.78039E+12,English,The Blind Side: Evolution of a Game,1389,2336,10963,24538,32023,71249,https://www.goodreads.com/book/show/7526.The_Blind_Side
1687,Barbara Kingsolver,4.05,77262,Fiction,Favorites,9.78006E+12,English,Animal Dreams,371,1695,11337,23043,18723,55169,https://www.goodreads.com/book/show/77262.Animal_Dreams
1688,Octavio Paz,4.1,979186,Poetry,Fiction,9.78081E+12,English,A Tale of Two Gardens,0,4,11,31,26,72,https://www.goodreads.com/book/show/979186.A_Tale_of_Two_Gardens
1689,Carol Krenz,4.14,168565,Biography,Nonfiction,9.78157E+12,English,Audrey: A Life in Pictures,3,10,70,123,147,353,https://www.goodreads.com/book/show/168565.Audrey
1690,Fiona Watt,4.1,739484,Childrens,Childrens,9.78079E+12,English,That's Not My Dinosaur (Usborne Touchy-Feely Books),29,60,286,424,635,1434,https://www.goodreads.com/book/show/739484.That_s_Not_My_Dinosaur
1691,Jeffrey Eugenides,3.84,10956,,,9.78075E+12,English,The Virgin Suicides,4326,13572,48295,73184,56269,195646,https://www.goodreads.com/book/show/10956.The_Virgin_Suicides
1692,Noel Streatfeild,3.79,827340,Childrens,Fiction,9.7819E+12,English,Circus Shoes (Shoes #3),11,52,238,296,207,804,https://www.goodreads.com/book/show/827340.Circus_Shoes
1693,Donald Link,4.36,6327917,Food and Drink,Food and Drink,9.78031E+12,English,Real Cajun: Rustic Home Cooking from Donald Link's Louisiana,5,4,37,96,174,316,https://www.goodreads.com/book/show/6327917-real-cajun
1694,Carole Tanenbaum,4.12,166194,,,9.78158E+12,English,Fabulous Fakes: A Passion for Vintage,0,1,6,7,11,25,https://www.goodreads.com/book/show/166194.Fabulous_Fakes
1695,E.L. Konigsburg,4.15,3980,Fiction,Childrens,9.78074E+12,English,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,2086,5535,26382,52326,66565,152894,https://www.goodreads.com/book/show/3980.From_the_Mixed_Up_Files_of_Mrs_Basil_E_Frankweiler
1696,Peter Mayle,3.95,40189,Travel,Nonfiction,9.78068E+12,English,A Year in Provence (Provence #1),681,2455,12086,20048,16449,51719,https://www.goodreads.com/book/show/40189.A_Year_in_Provence
1697,Mary Brooks Picken,3.78,955516,History,Reference,9.78049E+12,English,A Dictionary of Costume and Fashion: Historic and Modern,1,4,11,17,12,45,https://www.goodreads.com/book/show/955516.A_Dictionary_of_Costume_and_Fashion
1698,Ursula K. Le Guin,4.05,18423,Science Fiction,Fiction,9.78044E+12,English,The Left Hand of Darkness (Hainish Cycle #6),1303,3956,15006,30597,31346,82208,https://www.goodreads.com/book/show/18423.The_Left_Hand_of_Darkness
1699,Alice Munro,4.08,14286,Short Stories,Fiction,9.78068E+12,English,Open Secrets,47,197,727,1691,1588,4250,https://www.goodreads.com/book/show/14286.Open_Secrets
1700,Mary  Lambert,3.22,3282812,,,9.78191E+12,English,Feng Shui For Today's Living,1,1,3,3,1,9,https://www.goodreads.com/book/show/3282812-feng-shui-for-today-s-living
1701,Laura Ingalls Wilder,4.15,8282,Historical,Classics,9.78006E+12,English,The Long Winter (Little House #6),1310,2079,11583,21483,29199,65654,https://www.goodreads.com/book/show/8282.The_Long_Winter
1702,Daniel Keyes,4.08,18373,Fiction,Classics,9.78016E+12,English,Flowers for Algernon,4607,15892,69645,133456,145537,369137,https://www.goodreads.com/book/show/18373.Flowers_for_Algernon
1703,William Shakespeare,3.74,18135,Classics,Plays,9.78074E+12,English,Romeo and Juliet,61515,160880,475617,548287,519646,1765945,https://www.goodreads.com/book/show/18135.Romeo_and_Juliet
1704,Sarah Vowell,3.98,3110,Nonfiction,History,9.78074E+12,English,Assassination Vacation,577,1621,7171,14790,11340,35499,https://www.goodreads.com/book/show/3110.Assassination_Vacation
1705,Joan Ryan,3.87,76355,Nonfiction,Sports and Games,9.78045E+12,English,Little Girls in Pretty Boxes: The Making and Breaking of Elite Gymnasts and Figure Skaters,12,88,416,652,418,1586,https://www.goodreads.com/book/show/76355.Little_Girls_in_Pretty_Boxes
1706,Mark Twain,3.86,2443,Travel,Classics,9.78081E+12,English,The Innocents Abroad,180,597,2340,3710,2728,9555,https://www.goodreads.com/book/show/2443.The_Innocents_Abroad
1707,Jack Kerouac,3.64,2552,Classics,Fiction,9.78014E+12,English,On the Road (Duluoz Legend),14671,32982,74025,93021,77927,292626,https://www.goodreads.com/book/show/2552.On_the_Road
1708,Jeremy Potter,3.67,6240327,,,9.78009E+12,,Hazard Chase,,,,,,3,https://www.goodreads.com/book/show/6240327-hazard-chase
1709,John Curtis Perry,3.96,108771,History,Nonfiction,9.78047E+12,English,The Flight Of The Romanovs: A Family Saga,8,30,154,249,209,650,https://www.goodreads.com/book/show/108771.The_Flight_Of_The_Romanovs
1710,Augusten Burroughs,3.71,23341,Autobiography,Nonfiction,9.78031E+12,English,Running with Scissors,13881,27850,80627,109343,84967,316668,https://www.goodreads.com/book/show/23341.Running_with_Scissors
1711,Arturo Pérez-Reverte,3.72,11022,Historical,Fiction,9.78045E+12,English,Purity of Blood (Las aventuras del capitán Alatriste #2),37,241,1401,1819,789,4287,https://www.goodreads.com/book/show/11022.Purity_of_Blood
1712,Noel Streatfeild,4.02,3782,Childrens,Fiction,9.78068E+12,English,Theater Shoes (Shoes #4),65,202,990,1506,1669,4432,https://www.goodreads.com/book/show/3782.Theater_Shoes
1713,Shel Silverstein,4.34,30118,Poetry,Childrens,9.78006E+12,English,A Light in the Attic,4207,8384,41204,89532,181627,324954,https://www.goodreads.com/book/show/30118.A_Light_in_the_Attic
1714,Carole Radziwill,4.17,851678,Autobiography,Nonfiction,9.78074E+12,English,"What Remains: A Memoir of Fate, Friendship, and Love",96,361,1896,4966,5021,12340,https://www.goodreads.com/book/show/851678.What_Remains
1715,David Guterson,3.81,2735,Fiction,Historical,9.78075E+12,English,Snow Falling On Cedars,2639,9430,37821,57808,37366,145064,https://www.goodreads.com/book/show/2735.Snow_Falling_On_Cedars
1716,Laura Ingalls Wilder,4.19,7882,Classics,Historical,9.78006E+12,English,On the Banks of Plum Creek (Little House #4),831,2135,14634,27862,37060,82522,https://www.goodreads.com/book/show/7882.On_the_Banks_of_Plum_Creek
1717,Alek Wek,3.73,1678369,Biography,Nonfiction,9.78006E+12,English,Alek: From Sudanese Refugee to International Supermodel,4,26,90,135,68,323,https://www.goodreads.com/book/show/1678369.Alek
1718,J.K. Rowling,4.45,3,Fantasy,Young Adult,9.78044E+12,English,Harry Potter and the Sorcerer's Stone (Harry Potter #1),83987,109520,486359,1253715,3359941,5293522,https://www.goodreads.com/book/show/3.Harry_Potter_and_the_Sorcerer_s_Stone
1719,Juanita Carberry,3.88,1596540,Cultural,Autobiography,9.78071E+12,English,Child Of Happy Valley: A Memoir,0,1,13,16,10,40,https://www.goodreads.com/book/show/1596540.Child_Of_Happy_Valley
1720,Caroline Clifton-Mogg,3.67,3309372,,,9.78185E+12,English,Italian Country Living,0,3,9,5,7,24,https://www.goodreads.com/book/show/3309372-italian-country-living
1721,Malcolm Gladwell,4.12,3228917,Nonfiction,Psychology,9.78032E+12,English,Outliers: The Story of Success,4727,13161,65666,158279,152383,394216,https://www.goodreads.com/book/show/3228917-outliers
1722,Isabel Allende,4.2,9327,Fiction,Magical Realism,9.78055E+12,English,The House of the Spirits,1479,4696,22411,53677,66784,149047,https://www.goodreads.com/book/show/9327.The_House_of_the_Spirits
1723,Jodi Picoult,4.06,10917,Fiction,Womens Fiction,9.78074E+12,English,My Sister's Keeper,18357,44525,169411,328666,369821,930780,https://www.goodreads.com/book/show/10917.My_Sister_s_Keeper
1724,Anna Sewell,3.95,3685,Classics,Fiction,9.78044E+12,English,Black Beauty,3817,12145,49066,65349,74253,204630,https://www.goodreads.com/book/show/3685.Black_Beauty
1725,S.E. Hinton,4.07,32946,Favorites,Classics,9.78014E+12,English,The Outsiders,10747,35979,141228,241791,295174,724919,https://www.goodreads.com/book/show/32946.The_Outsiders
1726,Julia Child,4.17,5084,Autobiography,Nonfiction,9.7814E+12,English,My Life in France,715,1915,10992,27863,28545,70030,https://www.goodreads.com/book/show/5084.My_Life_in_France
1727,Jean M. Auel,4.02,1295,Historical,Fiction,9.78055E+12,English,The Clan of the Cave Bear (Earth's Children #1),4064,10381,38331,66242,75797,194815,https://www.goodreads.com/book/show/1295.The_Clan_of_the_Cave_Bear
1728,Dr. Seuss,3.99,831709,Childrens,Childrens,9.78039E+12,English,And to Think That I Saw It on Mulberry Street,257,1098,4900,5863,7723,19841,https://www.goodreads.com/book/show/831709.And_to_Think_That_I_Saw_It_on_Mulberry_Street
1729,Louise Fitzhugh,3.95,3741,Childrens,Fiction,9.78001E+12,English,Harriet The Spy (Harriet the Spy #1),2695,4968,19035,26746,33073,86517,https://www.goodreads.com/book/show/3741.Harriet_The_Spy
1730,Philip Pullman,4.11,119324,Young Adult,Fiction,9.78068E+12,English,The Subtle Knife (His Dark Materials #2),4068,11961,50353,103527,119398,289307,https://www.goodreads.com/book/show/119324.The_Subtle_Knife
1731,John     Fraser,4.27,866314,,,9.78055E+12,English,Private View: Inside Baryshnikov's American Ballet Theatre,0,0,7,27,22,56,https://www.goodreads.com/book/show/866314.Private_View
1732,Irène Némirovsky,3.82,43944,Historical,Cultural,9.7814E+12,English,Suite Française,1176,3768,12671,20262,14417,52294,https://www.goodreads.com/book/show/43944.Suite_Fran_aise
1733,Unorthodox Styles,4.19,101112,Reference,Design,9.7805E+12,,Sneakers: The Complete Collectors' Guide,2,0,10,28,29,69,https://www.goodreads.com/book/show/101112.Sneakers
1734,Isabel Allende,3.89,9290,Historical,Fiction,9.78987E+12,Spanish,Hija de la fortuna,1261,5089,25073,40873,28087,100383,https://www.goodreads.com/book/show/9290.Hija_de_la_fortuna
1735,Azar Nafisi,3.58,7603,Nonfiction,Autobiography,9.78081E+12,English,Reading Lolita in Tehran: A Memoir in Books,4405,10955,29499,35494,21999,102352,https://www.goodreads.com/book/show/7603.Reading_Lolita_in_Tehran
1736,Phil Patton,3,130824,,,9.7803E+12,English,"Glamour: Fashion, Industrial Design, Architecture",0,2,2,2,0,6,https://www.goodreads.com/book/show/130824.Glamour
1737,Bernard Malamud,3.63,685,Fiction,Sports and Games,9.78037E+12,English,The Natural,314,848,2504,3227,1872,8765,https://www.goodreads.com/book/show/685.The_Natural
1738,Mark Twain,3.95,2834,Classics,Fiction,9.7802E+12,English,The Tragedy of Pudd'nhead Wilson/Those Extraordinary Twins,66,236,1085,1625,1538,4550,https://www.goodreads.com/book/show/2834.The_Tragedy_of_Pudd_nhead_Wilson_Those_Extraordinary_Twins
1739,Lawrence Osborne,3.63,127634,Alcohol,Nonfiction,9.78087E+12,English,The Accidental Connoisseur: An Irreverent Journey Through the Wine World,5,25,133,130,65,358,https://www.goodreads.com/book/show/127634.The_Accidental_Connoisseur
1740,Lorenzo Carcaterra,3.82,66406,Fiction,Historical,9.78035E+12,English,Street Boys,16,53,218,293,226,806,https://www.goodreads.com/book/show/66406.Street_Boys
1741,Sally Mann,4.2,1541298,Art,Art,9.78071E+12,English,Immediate Family,100,202,666,1046,2226,4240,https://www.goodreads.com/book/show/1541298.Immediate_Family
1742,Tessa Duder,3.91,126215,Young Adult,Fiction,9.78055E+12,English,"In Lane Three, Alex Archer (Alex Archer #1)",15,24,90,139,146,414,https://www.goodreads.com/book/show/126215.In_Lane_Three_Alex_Archer
1743,Kamila Shamsie,3.88,6489706,Fiction,Historical,9.78141E+12,English,Burnt Shadows,79,244,1021,1802,1239,4385,https://www.goodreads.com/book/show/6489706-burnt-shadows
1744,Lorna Hill,4.13,3392001,Childrens,Young Adult,9.78086E+12,English,Veronica at the Wells (Sadler's Wells #2),1,12,73,127,147,360,https://www.goodreads.com/book/show/3392001-veronica-at-the-wells
1745,Anonymous,3.66,19351,Classics,Poetry,9.78014E+12,English,The Epic of Gilgamesh,1778,6554,20143,20710,16190,65375,https://www.goodreads.com/book/show/19351.The_Epic_of_Gilgamesh
1746,Noel Streatfeild,4.01,3784,Childrens,Fiction,9.78044E+12,English,Movie Shoes (Shoes #6),32,60,302,500,528,1422,https://www.goodreads.com/book/show/3784.Movie_Shoes
1747,William Shakespeare,3.94,1622,Drama,Classics,9.78074E+12,English,A Midsummer Night's Dream,6144,21814,89024,137776,128706,383464,https://www.goodreads.com/book/show/1622.A_Midsummer_Night_s_Dream
1748,Paolo Giordano,3.58,6613956,Contemporary,European Literature,9.78067E+12,English,The Solitude of Prime Numbers,1535,4213,10712,13597,7828,37885,https://www.goodreads.com/book/show/6613956-the-solitude-of-prime-numbers
1749,Ruth Hanisch,4,905821,,,9.78379E+12,English,Absolutely Fabulous!: Architecture for Fashion,,,,,,1,https://www.goodreads.com/book/show/905821.Absolutely_Fabulous_
1750,Noel Streatfeild,4.09,10453,Childrens,Fiction,9.78044E+12,English,Skating Shoes (Shoes #7),22,95,597,1025,1116,2855,https://www.goodreads.com/book/show/10453.Skating_Shoes
1751,Marie de France,3.86,119079,Classics,Poetry,9.78014E+12,English,The Lais of Marie de France,88,333,1457,2041,1623,5542,https://www.goodreads.com/book/show/119079.The_Lais_of_Marie_de_France
1752,Mohsin Hamid,3.81,29933,Fiction,Cultural,9.78186E+12,English,Moth Smoke,120,478,1942,3101,1835,7476,https://www.goodreads.com/book/show/29933.Moth_Smoke
1753,Mark Haddon,3.86,3437,Fiction,Favorites,9.7801E+12,English,The Curious Incident of the Dog in the Night-Time,22049,60672,228631,374618,278968,964938,https://www.goodreads.com/book/show/3437.The_Curious_Incident_of_the_Dog_in_the_Night_Time
1754,Philip Pullman,3.95,119322,Favorites,Young Adult,9.78068E+12,English,The Golden Compass (His Dark Materials #1),39820,67299,208962,333053,409535,1058669,https://www.goodreads.com/book/show/119322.The_Golden_Compass
1755,Stephen King,3.93,10622,Fiction,Fantasy,9.78067E+12,English,Carrie,4801,20342,101169,144577,127897,398786,https://www.goodreads.com/book/show/10622.Carrie
1756,Sarah Turnbull,3.69,331695,Travel,Cultural,9.78159E+12,English,Almost French: Love and a New Life in Paris,236,946,3928,4570,2658,12338,https://www.goodreads.com/book/show/331695.Almost_French
1757,Tobias Wolff,3.98,11466,Autobiography,Nonfiction,9.7808E+12,English,This Boy's Life,285,1014,4660,9172,7052,22183,https://www.goodreads.com/book/show/11466.This_Boy_s_Life
1758,Melissa Sones,2.81,1575987,,,9.78045E+12,English,Full Frontal Fashion: The Insider's Guide to High Style in Every Situation,1,5,8,0,2,16,https://www.goodreads.com/book/show/1575987.Full_Frontal_Fashion
1759,Donald Barthelme,4.21,118345,Short Stories,Fiction,9.78014E+12,English,Sixty Stories,79,199,716,1717,2414,5125,https://www.goodreads.com/book/show/118345.Sixty_Stories
1760,Plum Sykes,3.47,11046,Womens Fiction,Fiction,9.7814E+12,English,The Debutante Divorcee,794,2143,5370,4223,3518,16048,https://www.goodreads.com/book/show/11046.The_Debutante_Divorcee
1761,John T. Paoletti,4.22,373028,Art,Art,9.78186E+12,,Art in Renaissance Italy,3,9,51,113,149,325,https://www.goodreads.com/book/show/373028.Art_in_Renaissance_Italy
1762,Stitchy McYarnpants,4.29,857529,Crafts,Humor,9.78159E+12,English,The Museum of Kitschy Stitches: A Gallery of Notorious Knits,1,2,18,37,59,117,https://www.goodreads.com/book/show/857529.The_Museum_of_Kitschy_Stitches
1763,Felicity Trotman,3.63,179456,,,9.78068E+12,English,The Random House Book of Dance Stories,0,2,8,4,5,19,https://www.goodreads.com/book/show/179456.The_Random_House_Book_of_Dance_Stories
1764,Tracy Chevalier,3.86,2865,Historical,Fiction,9.78045E+12,English,Girl with a Pearl Earring,13246,30334,130396,201866,155732,531574,https://www.goodreads.com/book/show/2865.Girl_with_a_Pearl_Earring
1765,Maya Angelou,4.2,13214,Nonfiction,Classics,9.78055E+12,English,I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),5605,10696,45229,103144,146377,311051,https://www.goodreads.com/book/show/13214.I_Know_Why_the_Caged_Bird_Sings
