Label	GroupId	CoveredQueryTermNumberAnchor	CoveredQueryTermNumberTitle	CoveredQueryTermNumberUrl	CoveredQueryTermNumberWholeDocument	CoveredQueryTermNumberBody	CoveredQueryTermRatioAnchor	CoveredQueryTermRatioTitle	CoveredQueryTermRatioUrl	CoveredQueryTermRatioWholeDocument	CoveredQueryTermRatioBody	StreamLengthAnchor	StreamLengthTitle	StreamLengthUrl	StreamLengthWholeDocument	StreamLengthBody	IdfAnchor	IdfTitle	IdfUrl	IdfWholeDocument	IdfBody	SumTfAnchor	SumTfTitle	SumTfUrl	SumTfWholeDocument	SumTfBody	MinTfAnchor	MinTfTitle	MinTfUrl	MinTfWholeDocument	MinTfBody	MaxTfAnchor	MaxTfTitle	MaxTfUrl	MaxTfWholeDocument	MaxTfBody	MeanTfAnchor	MeanTfTitle	MeanTfUrl	MeanTfWholeDocument	MeanTfBody	VarianceTfAnchor	VarianceTfTitle	VarianceTfUrl	VarianceTfWholeDocument	VarianceTfBody	SumStreamLengthNormalizedTfAnchor	SumStreamLengthNormalizedTfTitle	SumStreamLengthNormalizedTfUrl	SumStreamLengthNormalizedTfWholeDocument	SumStreamLengthNormalizedTfBody	MinStreamLengthNormalizedTfAnchor	MinStreamLengthNormalizedTfTitle	MinStreamLengthNormalizedTfUrl	MinStreamLengthNormalizedTfWholeDocument	MinStreamLengthNormalizedTfBody	MaxStreamLengthNormalizedTfAnchor	MaxStreamLengthNormalizedTfTitle	MaxStreamLengthNormalizedTfUrl	MaxStreamLengthNormalizedTfWholeDocument	MaxStreamLengthNormalizedTfBody	MeanStreamLengthNormalizedTfAnchor	MeanStreamLengthNormalizedTfTitle	MeanStreamLengthNormalizedTfUrl	MeanStreamLengthNormalizedTfWholeDocument	MeanStreamLengthNormalizedTfBody	VarianceStreamLengthNormalizedTfAnchor	VarianceStreamLengthNormalizedTfTitle	VarianceStreamLengthNormalizedTfUrl	VarianceStreamLengthNormalizedTfWholeDocument	VarianceStreamLengthNormalizedTfBody	SumTfidfAnchor	SumTfidfTitle	SumTfidfUrl	SumTfidfWholeDocument	SumTfidfBody	MinTfidfAnchor	MinTfidfTitle	MinTfidfUrl	MinTfidfWholeDocument	MinTfidfBody	MaxTfidfAnchor	MaxTfidfTitle	MaxTfidfUrl	MaxTfidfWholeDocument	MaxTfidfBody	MeanTfidfAnchor	MeanTfidfTitle	MeanTfidfUrl	MeanTfidfWholeDocument	MeanTfidfBody	VarianceTfidfAnchor	VarianceTfidfTitle	VarianceTfidfUrl	VarianceTfidfWholeDocument	VarianceTfidfBody	BooleanModelAnchor	BooleanModelTitle	BooleanModelUrl	BooleanModelWholeDocument	BooleanModelBody	VectorSpaceModelAnchor	VectorSpaceModelTitle	VectorSpaceModelUrl	VectorSpaceModelWholeDocument	VectorSpaceModelBody	Bm25Anchor	Bm25Title	Bm25Url	Bm25WholeDocument	Bm25Body	LmirAbsAnchor	LmirAbsTitle	LmirAbsUrl	LmirAbsWholeDocument	LmirAbsBody	LmirDirAnchor	LmirDirTitle	LmirDirUrl	LmirDirWholeDocument	LmirDirBody	LmirJmAnchor	LmirJmTitle	LmirJmUrl	LmirJmWholeDocument	LmirJm	NumberSlashInUrl	LengthUrl	InlinkNumber	OutlinkNumber	PageRank	SiteRank	QualityScore	QualityScore2	QueryUrlClickCount	UrlClickCount	UrlDwellTime
2	91	3	0	3	0	3	1	0	1	0	1	289	0	6	9	304	9.709976	24.804124	23.29527	25.44590	9.70627	33	0	3	0	36	10	0	1	0	11	13	0	1	0	14	11	0	1	0	12	2	0	0	0	2	0.114187	0	0.50000	0	0.118421	0.034602	0	0.166667	0	0.036184	0.044983	0	0.166667	0	0.046053	0.038062	0	0.166667	0	0.039474	0.000024	0	0	0	0.000022	107.060335	0	23.29527	0	116.721023	18.295257	0	6.639088	0	20.118066	45.602584	0	9.56566	0	50.16003	35.686778	0	7.76509	0	38.907008	152.22485	0	1.654992	0	178.814972	1	0	1	0	1	0.992018	0	1	0	0.993289	30.622217	0	26.219218	0	30.824949	-10.022892	-22.43485	-8.982734	-26.254528	-9.892781	-15.944877	-26.410459	-22.256112	-29.54384	-15.708572	-10.143709	-25.229791	-5.691147	-29.049002	-10.030863	2	50	1	0	799	24603	2	2	0	0	0	
0	106	0	0	0	0	0	0	0	0	0	0	4496	0	0	13	4509	15.345693	25.324986	23.374093	23.672727	15.337358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-25.45978	0	0	0	-25.44690	-24.162765	0	0	0	-24.154416	-24.928222	0	0	0	-24.918853	8	48	13	0	289	55566	75	4	0	0	0	
0	106	0	0	0	0	0	0	0	0	0	0	4496	0	0	9	4505	15.345693	25.324986	23.374093	23.672727	15.337358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-25.45978	0	0	0	-25.44690	-24.162765	0	0	0	-24.154416	-24.928222	0	0	0	-24.918853	4	41	2	0	1279	55759	70	4	0	0	0	
0	106	0	0	0	0	0	0	0	0	0	0	1665	1	6	8	1680	15.345693	25.324986	23.374093	23.672727	15.337358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-25.45978	0	0	0	-25.44690	-24.162765	0	0	0	-24.154416	-24.928222	0	0	0	-24.918853	3	38	0	1	216	44878	8	8	0	0	0	
0	106	0	0	0	0	0	0	0	0	0	0	4496	0	0	8	4504	15.345693	25.324986	23.374093	23.672727	15.337358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-25.45978	0	0	0	-25.44690	-24.162765	0	0	0	-24.154416	-24.928222	0	0	0	-24.918853	4	39	2	0	1279	55759	66	4	0	0	0	
0	106	0	0	0	0	0	0	0	0	0	0	2713	0	3	7	2723	15.345693	25.324986	23.374093	23.672727	15.337358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-25.45978	0	0	0	-25.44690	-24.162765	0	0	0	-24.154416	-24.928222	0	0	0	-24.918853	3	36	6	0	10732	3133	53	38	0	0	0	
0	106	1	0	0	0	1	0.50000	0	0	0	0.50000	2095	0	6	8	2109	15.345693	25.324986	23.374093	23.672727	15.337358	2	0	0	0	2	0	0	0	0	0	2	0	0	0	2	1	0	0	0	1	1	0	0	0	1	0.000955	0	0	0	0.000948	0	0	0	0	0	0.000955	0	0	0	0.000948	0.000477	0	0	0	0.000474	0	0	0	0	0	15.628622	0	0	0	15.618143	0	0	0	0	0	15.628622	0	0	0	15.618143	7.814311	0	0	0	7.809072	61.063454	0	0	0	60.981601	0	0	0	0	0	0.720014	0	0	0	0.719924	7.264255	0	0	0	7.340034	-23.220352	0	0	0	-23.221392	-22.228483	0	0	0	-22.239284	-23.250421	0	0	0	-23.261065	2	51	1	0	144	6231	18	12	0	0	0	
0	106	0	0	0	0	0	0	0	0	0	0	3537	0	5	25	3567	15.345693	25.324986	23.374093	23.672727	15.337358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-25.45978	0	0	0	-25.44690	-24.162765	0	0	0	-24.154416	-24.928222	0	0	0	-24.918853	5	123	25	0	745	59416	3	4	0	0	0	
0	106	0	0	0	0	0	0	0	0	0	0	4496	0	0	12	4508	15.345693	25.324986	23.374093	23.672727	15.337358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-25.45978	0	0	0	-25.44690	-24.162765	0	0	0	-24.154416	-24.928222	0	0	0	-24.918853	8	46	1	0	1943	55759	69	4	0	0	0	
0	106	0	0	0	0	0	0	0	0	0	0	4822	0	8	7	4837	15.345693	25.324986	23.374093	23.672727	15.337358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-25.45978	0	0	0	-25.44690	-24.162765	0	0	0	-24.154416	-24.928222	0	0	0	-24.918853	4	53	2	1	214	27200	94	46	0	0	0	
0	106	0	0	0	0	0	0	0	0	0	0	4629	0	13	11	4653	15.345693	25.324986	23.374093	23.672727	15.337358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-25.45978	0	0	0	-25.44690	-24.162765	0	0	0	-24.154416	-24.928222	0	0	0	-24.918853	5	49	2	0	1639	55859	28	4	0	0	0	
0	106	0	0	0	0	0	0	0	0	0	0	4075	0	13	11	4099	15.345693	25.324986	23.374093	23.672727	15.337358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-25.45978	0	0	0	-25.44690	-24.162765	0	0	0	-24.154416	-24.928222	0	0	0	-24.918853	5	49	2	0	1330	55859	81	13	0	0	0	
0	106	0	0	0	0	0	0	0	0	0	0	2282	0	0	8	2290	15.345693	25.324986	23.374093	23.672727	15.337358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-25.45978	0	0	0	-25.44690	-24.162765	0	0	0	-24.154416	-24.928222	0	0	0	-24.918853	4	43	8	0	1455	24525	110	4	0	18	32.98	
0	106	1	0	0	0	1	0.50000	0	0	0	0.50000	5640	0	1	11	5652	15.345693	25.324986	23.374093	23.672727	15.337358	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0.50000	0	0	0	0.50000	0.25000	0	0	0	0.25000	0.000177	0	0	0	0.000177	0	0	0	0	0	0.000177	0	0	0	0.000177	0.000089	0	0	0	0.000088	0	0	0	0	0	7.531382	0	0	0	7.528286	0	0	0	0	0	7.531382	0	0	0	7.528286	3.765691	0	0	0	3.764143	14.180428	0	0	0	14.168773	0	0	0	0	0	0.693959	0	0	0	0.694053	1.752473	0	0	0	1.785343	-25.45978	0	0	0	-25.446196	-24.162765	0	0	0	-24.154416	-24.928222	0	0	0	-24.918853	7	70	4	0	4934	47540	5	9	0	0	0	
0	106	0	0	0	0	0	0	0	0	0	0	4781	0	4	12	4797	15.345693	25.324986	23.374093	23.672727	15.337358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-25.45978	0	0	0	-25.44690	-24.162765	0	0	0	-24.154416	-24.928222	0	0	0	-24.918853	6	70	1	0	3959	52849	23	11	0	0	0	
0	106	0	0	0	0	0	0	0	0	0	0	925	0	8	7	940	15.345693	25.324986	23.374093	23.672727	15.337358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-25.45978	0	0	0	-25.44690	-24.162765	0	0	0	-24.154416	-24.928222	0	0	0	-24.918853	4	43	4	0	179	45842	6	25	0	0	0	
0	106	0	0	0	0	0	0	0	0	0	0	540	0	8	5	553	15.345693	25.324986	23.374093	23.672727	15.337358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-25.45978	0	0	0	-25.44690	-24.162765	0	0	0	-24.154416	-24.928222	0	0	0	-24.918853	2	24	62	1	23311	10896	60	19	0	1	2.8	
0	106	1	0	0	0	1	0.50000	0	0	0	0.50000	5640	0	1	11	5652	15.345693	25.324986	23.374093	23.672727	15.337358	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0.50000	0	0	0	0.50000	0.25000	0	0	0	0.25000	0.000177	0	0	0	0.000177	0	0	0	0	0	0.000177	0	0	0	0.000177	0.000089	0	0	0	0.000088	0	0	0	0	0	7.531382	0	0	0	7.528286	0	0	0	0	0	7.531382	0	0	0	7.528286	3.765691	0	0	0	3.764143	14.180428	0	0	0	14.168773	0	0	0	0	0	0.693959	0	0	0	0.694053	1.752473	0	0	0	1.785343	-25.45978	0	0	0	-25.44690	-24.162765	0	0	0	-24.154416	-24.928222	0	0	0	-24.918853	6	65	5	0	4579	47240	5	9	0	0	0	
0	106	0	0	0	0	0	0	0	0	0	0	1970	0	0	7	1977	15.345693	25.324986	23.374093	23.672727	15.337358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-25.45978	0	0	0	-25.44690	-24.162765	0	0	0	-24.154416	-24.928222	0	0	0	-24.918853	3	40	8	0	213	48929	211	4	0	0	0	
0	106	0	0	0	0	0	0	0	0	0	0	4384	0	6	7	4397	15.345693	25.324986	23.374093	23.672727	15.337358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-25.45978	0	0	0	-25.44690	-24.162765	0	0	0	-24.154416	-24.928222	0	0	0	-24.918853	3	41	2	0	1937	7211	4	6	0	0	0	
0	106	0	0	0	0	0	0	0	0	0	0	3035	0	5	21	3061	15.345693	25.324986	23.374093	23.672727	15.337358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-25.45978	0	0	0	-25.44690	-24.162765	0	0	0	-24.154416	-24.928222	0	0	0	-24.918853	5	99	1	0	578	59324	3	4	0	0	0	
0	106	0	0	0	0	0	0	0	0	0	0	3912	0	2	9	3923	15.345693	25.324986	23.374093	23.672727	15.337358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-25.45978	0	0	0	-25.44690	-24.162765	0	0	0	-24.154416	-24.928222	0	0	0	-24.918853	4	49	9	0	1647	13280	17	12	0	0	0	
0	106	0	0	0	0	0	0	0	0	0	0	2834	1	6	9	2850	15.345693	25.324986	23.374093	23.672727	15.337358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-25.45978	0	0	0	-25.44690	-24.162765	0	0	0	-24.154416	-24.928222	0	0	0	-24.918853	4	42	1	0	13656	57048	6	4	0	0	0	
0	106	0	0	0	0	0	0	0	0	0	0	264	0	1	11	276	15.345693	25.324986	23.374093	23.672727	15.337358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-25.45978	0	0	0	-25.44690	-24.162765	0	0	0	-24.154416	-24.928222	0	0	0	-24.918853	2	39	292	0	275	746	4	4	0	0	0	
0	121	4	0	0	0	4	1	0	0	0	1	1136	0	5	11	1152	20.816575	39.890686	36.194848	39.859585	20.808863	52	0	0	0	52	1	0	0	0	1	29	0	0	0	29	13	0	0	0	13	102.50000	0	0	0	102.50000	0.045775	0	0	0	0.045139	0.00088	0	0	0	0.000868	0.025528	0	0	0	0.025174	0.011444	0	0	0	0.011285	0.000079	0	0	0	0.000077	259.745747	0	0	0	259.581041	3.087057	0	0	0	3.08652	124.824299	0	0	0	124.808504	64.936437	0	0	0	64.89526	2128.713395	0	0	0	2126.712447	1	0	0	0	1	0.916913	0	0	0	0.916996	52.186643	0	0	0	52.256359	-21.265511	-39.509571	-39.833267	-43.505035	-21.321195	-23.893212	-43.058227	-42.709726	-46.485294	-23.915268	-20.39740	-44.250887	-44.576634	-48.245996	-20.453323	5	48	260	0	210	8638	6	6	0	0	0	
0	121	4	1	0	0	4	1	0.25000	0	0	1	449	4	6	8	467	20.816575	39.890686	36.194848	39.859585	20.808863	40	1	0	0	41	5	0	0	0	5	23	1	0	0	24	10	0.25000	0	0	10.25000	57	0.18750	0	0	63.68750	0.089087	0.25000	0	0	0.087794	0.011136	0	0	0	0.010707	0.051225	0.25000	0	0	0.051392	0.022272	0.06250	0	0	0.021949	0.000283	0.011719	0	0	0.000292	168.051093	7.330083	0	0	171.002552	15.435287	0	0	0	15.432598	70.887769	7.330083	0	0	73.856426	42.012773	1.832521	0	0	42.750638	447.809691	10.074396	0	0	492.380058	1	0	0	0	1	0.821384	0.353264	0	0	0.809701	58.10605	6.837302	0	0	57.982981	-16.561098	-39.509571	-39.833267	-43.505035	-16.67439	-22.857534	-43.058227	-42.709726	-46.485294	-22.845292	-16.547844	-44.250887	-44.576634	-48.245996	-16.66248	2	38	6	6	154	735	5	105	0	0	0	
0	121	4	1	1	0	4	1	0.25000	0.25000	0	1	348	3	7	8	366	20.816575	39.890686	36.194848	39.859585	20.808863	24	1	1	0	26	1	0	0	0	1	14	1	1	0	14	6	0.25000	0.25000	0	6.50000	29.50000	0.18750	0.18750	0	32.25000	0.068966	0.333333	0.142857	0	0.071038	0.002874	0	0	0	0.002732	0.04023	0.333333	0.142857	0	0.038251	0.017241	0.083333	0.035714	0	0.01776	0.000244	0.020833	0.003827	0	0.000241	133.69775	14.865332	13.90982	0	154.420805	3.087057	0	0	0	3.08652	83.216199	14.865332	13.90982	0	104.007087	33.424437	3.716333	3.477455	0	38.605201	1086.390021	41.433395	36.278082	0	1684.926486	1	0	0	0	1	0.905749	0.714995	0.73238	0	0.913572	52.034846	16.314069	14.412346	0	52.745035	-21.190396	-31.423237	-32.216563	-43.505035	-21.148769	-26.08749	-35.657323	-35.611267	-46.485294	-25.896453	-19.106882	-36.162356	-36.955683	-48.245996	-19.085246	2	39	0	6	153	720	2	39	0	0	0	
0	121	4	0	2	1	4	1	0	0.50000	0.25000	1	470	0	6	9	485	20.816575	39.890686	36.194848	39.859585	20.808863	25	0	3	1	29	2	0	0	0	2	10	0	2	1	13	6.25000	0	0.75000	0.25000	7.25000	11.18750	0	0.68750	0.18750	17.18750	0.053191	0	0.50000	0.111111	0.059794	0.004255	0	0	0	0.004124	0.021277	0	0.333333	0.111111	0.026804	0.013298	0	0.12500	0.027778	0.014948	0.000051	0	0.019097	0.002315	0.000073	117.975067	0	29.457635	8.651064	141.048429	6.174115	0	0	0	6.173039	42.45416	0	15.547814	8.651064	55.175687	29.493767	0	7.364409	2.162766	35.262107	215.403826	0	54.569894	14.032671	395.060952	1	0	0	0	1	0.90323	0	0.793512	0.418208	0.901073	53.741678	0	28.896991	8.417635	55.665775	-18.795363	-39.509571	-23.912567	-42.057738	-18.376655	-24.551002	-43.058227	-32.769755	-45.163415	-24.092544	-18.449966	-44.250887	-26.015857	-46.797289	-18.090101	5	71	5	6	290	41914	8	31	0	0	0	
0	121	4	0	0	0	4	1	0	0	0	1	4048	0	10	6	4064	20.816575	39.890686	36.194848	39.859585	20.808863	95	0	0	0	95	1	0	0	0	1	77	0	0	0	77	23.75000	0	0	0	23.75000	957.68750	0	0	0	957.68750	0.023468	0	0	0	0.023376	0.000247	0	0	0	0.000246	0.019022	0	0	0	0.018947	0.005867	0	0	0	0.005844	0.000058	0	0	0	0.000058	869.235015	0	0	0	869.092313	3.087057	0	0	0	3.08652	800.955919	0	0	0	800.854567	217.308754	0	0	0	217.273078	113792.589705	0	0	0	113766.953169	1	0	0	0	1	0.887012	0	0	0	0.887087	44.797901	0	0	0	44.984503	-25.777037	-39.509571	-39.833267	-43.505035	-25.795892	-26.095381	-43.058227	-42.709726	-46.485294	-26.107696	-25.064751	-44.250887	-44.576634	-48.245996	-25.080782	2	29	0	0	1264	1454	12	6	0	0	0	
1	121	3	0	1	1	3	0.75000	0	0.25000	0.25000	0.75000	1761	0	12	7	1780	20.816575	39.890686	36.194848	39.859585	20.808863	200	0	1	1	202	0	0	0	0	0	184	0	1	1	186	50	0	0.25000	0.25000	50.50000	5996.50000	0	0.18750	0.18750	6131.25000	0.113572	0	0.083333	0.142857	0.113483	0	0	0	0	0	0.104486	0	0.083333	0.142857	0.104494	0.028393	0	0.020833	0.035714	0.028371	0.001934	0	0.001302	0.003827	0.001935	830.50464	0	7.773907	8.651064	838.738554	0	0	0	0	0	781.156546	0	7.773907	8.651064	789.436758	207.62616	0	1.943477	2.162766	209.684638	109751.865221	0	11.331306	14.032671	112143.421134	0	0	0	0	0	0.368784	0	0.409655	0.418208	0.368584	28.007565	0	5.765325	9.670484	28.055818	-31.85995	-39.509571	-39.754643	-41.806524	-31.874153	-32.414071	-43.058227	-41.641785	-45.159431	-32.415683	-32.179635	-44.250887	-43.631935	-46.545979	-32.192935	2	39	26	8	7610	50788	26	16	0	4	30	
1	121	4	0	1	1	4	1	0	0.25000	0.25000	1	684	0	12	10	706	20.816575	39.890686	36.194848	39.859585	20.808863	27	0	2	1	30	1	0	0	0	1	13	0	2	1	16	6.75000	0	0.50000	0.25000	7.50000	28.18750	0	0.75000	0.18750	39.25000	0.039474	0	0.166667	0.10000	0.042493	0.001462	0	0	0	0.001416	0.019006	0	0.166667	0.10000	0.022663	0.009868	0	0.041667	0.02500	0.010623	0.00006	0	0.005208	0.001875	0.000079	105.669394	0	15.547814	8.651064	118.333148	6.174115	0	0	0	6.173039	55.190408	0	15.547814	8.651064	67.908538	26.417348	0	3.886954	2.162766	29.583287	387.550181	0	45.325225	14.032671	600.762025	1	0	0	0	1	0.588308	0	0.409655	0.418208	0.562822	38.588699	0	9.514579	7.905539	38.828756	-22.194884	-39.509571	-38.64269	-42.163048	-22.103362	-25.815596	-43.058227	-41.005447	-45.165406	-25.642723	-20.873042	-44.250887	-42.938829	-46.902647	-20.791982	3	61	10	1	1813	48431	1	26	0	0	0	
0	121	4	0	0	0	4	1	0	0	0	1	321	0	7	11	339	20.816575	39.890686	36.194848	39.859585	20.808863	53	0	0	0	53	1	0	0	0	1	28	0	0	0	28	13.25000	0	0	0	13.25000	124.68750	0	0	0	124.68750	0.165109	0	0	0	0.156342	0.003115	0	0	0	0.00295	0.087227	0	0	0	0.082596	0.041277	0	0	0	0.039086	0.00121	0	0	0	0.001085	310.932298	0	0	0	310.770365	4.245416	0	0	0	4.244284	208.040499	0	0	0	208.014173	77.733074	0	0	0	77.692591	6682.249798	0	0	0	6680.08280	1	0	0	0	1	0.913534	0	0	0	0.913546	59.294633	0	0	0	59.115448	-16.809313	-39.509571	-39.833267	-43.505035	-17.026745	-23.157161	-43.058227	-42.709726	-46.485294	-23.188371	-15.79063	-44.250887	-44.576634	-48.245996	-16.008741	5	53	77	0	2060	24629	45	10	0	0	0	
